cell_id,day,donor,cell_type,technology
3f655fdc756e,2,32606,NeuP,citeseq
9b13adad52cd,4,32606,NeuP,citeseq
749ef9f21739,4,31800,NeuP,citeseq
a32bc6fd27cc,3,32606,NeuP,citeseq
378cbb8645a1,3,31800,NeuP,citeseq
b08233aa3a91,4,32606,NeuP,citeseq
a17d8256d58a,2,31800,NeuP,citeseq
71294c8cc6fa,2,32606,NeuP,citeseq
7595f8b98b63,3,31800,NeuP,citeseq
fd3bce090743,4,13176,NeuP,citeseq
e5410c5a40ea,4,32606,NeuP,citeseq
4d9d3dd9e074,3,32606,NeuP,citeseq
7ae696f93b28,2,13176,NeuP,citeseq
e2f4671b00a0,3,13176,NeuP,citeseq
d72570690025,3,13176,NeuP,citeseq
6ae5f04a3501,4,32606,NeuP,citeseq
6b6948d6f22c,4,32606,NeuP,citeseq
264eed658362,2,31800,NeuP,citeseq
c373bd614938,2,31800,NeuP,citeseq
566e5f24a7df,2,32606,NeuP,citeseq
b79f0b940ace,4,32606,NeuP,citeseq
f7f0c0577e76,3,13176,NeuP,citeseq
97a1ece0157e,2,32606,NeuP,citeseq
27bad0451a79,3,13176,NeuP,citeseq
2a58fe02e4e2,2,31800,NeuP,citeseq
9408807bacc6,3,13176,NeuP,citeseq
970cddc04d39,4,31800,NeuP,citeseq
7df72fdc0cbd,2,13176,NeuP,citeseq
8c7e9e4b9ff7,4,32606,NeuP,citeseq
69449d07da23,4,13176,NeuP,citeseq
06044c19c5d7,2,32606,NeuP,citeseq
b06164a0b170,4,32606,NeuP,citeseq
8307b65fe545,3,31800,NeuP,citeseq
9952782e43d9,4,31800,NeuP,citeseq
8ebbfe448364,4,31800,NeuP,citeseq
0daae63fa68d,3,32606,NeuP,citeseq
2070bdc44130,3,32606,NeuP,citeseq
c45f333a85a9,2,31800,NeuP,citeseq
5fa67bb62f07,4,13176,NeuP,citeseq
c4432bc32c10,2,32606,NeuP,citeseq
a64c44697437,2,32606,NeuP,citeseq
be552050615b,2,31800,NeuP,citeseq
f36b005889cb,4,32606,NeuP,citeseq
bc1541db018d,4,31800,NeuP,citeseq
83815411a1c5,4,32606,NeuP,citeseq
3cef25db4d8d,4,31800,NeuP,citeseq
a2fa0d6fbffa,2,31800,NeuP,citeseq
f6a33564954c,3,31800,NeuP,citeseq
846fca8685ad,4,31800,NeuP,citeseq
3408a8cde321,2,31800,NeuP,citeseq
6fbe2e741765,3,31800,NeuP,citeseq
da622564b039,3,13176,NeuP,citeseq
1519265dadb5,3,13176,NeuP,citeseq
a30633d697ef,2,31800,NeuP,citeseq
7f142264a975,3,32606,NeuP,citeseq
56a00cd5068a,4,32606,NeuP,citeseq
28eeef5aa678,2,32606,NeuP,citeseq
f80a657465a0,2,32606,NeuP,citeseq
78c0b68296a5,4,32606,NeuP,citeseq
ec6986776e58,3,31800,NeuP,citeseq
1270f450d0dc,4,31800,NeuP,citeseq
6308ce3aebc9,4,31800,NeuP,citeseq
cad1cb077170,4,32606,NeuP,citeseq
f7e0309210a4,2,31800,NeuP,citeseq
e09daca5c874,4,32606,NeuP,citeseq
d1eff0df3b3e,2,31800,NeuP,citeseq
9d33517badad,3,13176,NeuP,citeseq
fd44f10cbfc4,4,13176,NeuP,citeseq
b646f9b319d5,2,32606,NeuP,citeseq
37186fbf5a22,3,13176,NeuP,citeseq
ef81b4289bf3,4,31800,NeuP,citeseq
39881221f047,4,31800,NeuP,citeseq
b1ab7ad4f128,3,32606,NeuP,citeseq
7d79bd6d8416,4,13176,NeuP,citeseq
bbfa3e1d8892,4,13176,NeuP,citeseq
488f2d1ea414,2,32606,NeuP,citeseq
856e9924b192,4,32606,NeuP,citeseq
c5c93c04eeb7,3,31800,NeuP,citeseq
03cfcd3c368c,4,13176,NeuP,citeseq
fc16e758bab1,2,32606,NeuP,citeseq
2473dedac8ef,3,32606,NeuP,citeseq
28c01dfd1111,3,31800,NeuP,citeseq
14633e7cdbc1,4,31800,NeuP,citeseq
b3d6a2676d00,4,32606,NeuP,citeseq
6cdb1b75ab27,2,32606,NeuP,citeseq
b638c85b92f2,2,31800,NeuP,citeseq
38594fb10565,2,31800,NeuP,citeseq
158063b35f4b,3,13176,NeuP,citeseq
7a2e2e1f3890,2,32606,NeuP,citeseq
137d5bc32f58,3,32606,NeuP,citeseq
910a392183fe,3,32606,NeuP,citeseq
d440dd57cd3b,4,13176,NeuP,citeseq
43373ebfec2a,4,32606,NeuP,citeseq
97debd8178a7,3,31800,NeuP,citeseq
473ec8b63fb8,3,31800,NeuP,citeseq
70a1b5c39606,2,32606,NeuP,citeseq
f4a19cde9a51,2,31800,NeuP,citeseq
8f07954a439d,3,13176,NeuP,citeseq
37ae0ab9902d,4,32606,NeuP,citeseq
f78f5a5d656a,3,31800,NeuP,citeseq
80379a9bf82b,4,32606,NeuP,citeseq
82d8ff2bfc56,2,31800,NeuP,citeseq
49db0faf2d3b,4,31800,NeuP,citeseq
bcb42ba95517,2,31800,NeuP,citeseq
7f1b77ac4849,3,32606,NeuP,citeseq
dfe69fb7c5f9,3,31800,NeuP,citeseq
02ebe0ede1fe,2,32606,NeuP,citeseq
5ca0ca0fab24,2,32606,NeuP,citeseq
964bd500f50b,2,32606,NeuP,citeseq
98bcc6f3c979,4,31800,NeuP,citeseq
acf092f46e81,2,32606,NeuP,citeseq
b5e0d3145b69,2,31800,NeuP,citeseq
f93de65031a4,2,32606,NeuP,citeseq
eca1456e9ed3,2,32606,NeuP,citeseq
0310332b9247,4,13176,NeuP,citeseq
f06493b36f80,2,13176,NeuP,citeseq
546087021fe0,4,13176,NeuP,citeseq
4450e1829837,4,32606,NeuP,citeseq
dde12b081928,4,13176,NeuP,citeseq
3cb007b42acb,3,31800,NeuP,citeseq
8bbd21d63708,4,31800,NeuP,citeseq
dfe9b3e20864,3,32606,NeuP,citeseq
786143524316,3,32606,NeuP,citeseq
56e6b80d8e03,4,32606,NeuP,citeseq
20995969a1a6,2,31800,NeuP,citeseq
74f612080aa1,4,32606,NeuP,citeseq
4ba0b50dcd16,3,32606,NeuP,citeseq
60d4fc4d5c7b,4,31800,NeuP,citeseq
c4120c139775,4,31800,NeuP,citeseq
33a788df59dc,3,32606,NeuP,citeseq
134382601f01,2,13176,NeuP,citeseq
755b05e44d00,3,31800,NeuP,citeseq
809a3f99fe2c,2,32606,NeuP,citeseq
7bca888955c2,4,13176,NeuP,citeseq
f767cf8b2d02,4,32606,NeuP,citeseq
5d84932a2d84,3,31800,NeuP,citeseq
d7594566406e,4,13176,NeuP,citeseq
89fcab06d7f8,2,32606,NeuP,citeseq
d49cfe4052d3,2,13176,NeuP,citeseq
86ca891cc297,2,31800,NeuP,citeseq
b0220bab4586,4,32606,NeuP,citeseq
0bf724bfa39a,4,31800,NeuP,citeseq
e06dbb68288f,2,31800,NeuP,citeseq
ff5bdf4ea6b2,4,31800,NeuP,citeseq
e8cd02405818,3,13176,NeuP,citeseq
27c9ad98136c,3,13176,NeuP,citeseq
555b20250b02,2,32606,NeuP,citeseq
3a69594c657c,2,31800,NeuP,citeseq
072b7ff92491,4,31800,NeuP,citeseq
1429fd1ae0e8,4,13176,NeuP,citeseq
eb65a4178313,2,32606,NeuP,citeseq
67ccb2beddf2,3,31800,NeuP,citeseq
bafb647cd4d3,3,32606,NeuP,citeseq
03c75ffe4d0f,2,31800,NeuP,citeseq
7030550360d9,3,31800,NeuP,citeseq
afc17e02372c,4,32606,NeuP,citeseq
2dd29599be63,4,13176,NeuP,citeseq
c849d1bd1371,2,32606,NeuP,citeseq
1aa412410237,3,32606,NeuP,citeseq
e41e945e674c,2,13176,NeuP,citeseq
c16b9d3312c8,3,13176,NeuP,citeseq
1c87562c1e34,2,31800,NeuP,citeseq
b7ec7ef9cb83,3,13176,NeuP,citeseq
1ec490dbbc62,4,31800,NeuP,citeseq
d7496923e78e,3,31800,NeuP,citeseq
cb48b8093e9e,3,31800,NeuP,citeseq
bd858dfa0169,4,31800,NeuP,citeseq
39a77c1c4a62,3,31800,NeuP,citeseq
5f8fd68bbe42,4,31800,NeuP,citeseq
d6f150fd13a9,3,32606,NeuP,citeseq
59168bdb2306,4,31800,NeuP,citeseq
3183bac7bfe4,2,31800,NeuP,citeseq
c56bf5c4913d,2,13176,NeuP,citeseq
f69cce8a66dd,4,32606,NeuP,citeseq
cc555b5f7d1f,2,32606,NeuP,citeseq
64cd89a8a2be,4,31800,NeuP,citeseq
941a25f4e8c0,4,32606,NeuP,citeseq
9f3018e169c6,4,13176,NeuP,citeseq
175df8080ff1,4,31800,NeuP,citeseq
1a9efe888732,4,32606,NeuP,citeseq
a0240bbd682a,3,31800,NeuP,citeseq
81122de9323d,4,13176,NeuP,citeseq
232cef10f6db,2,31800,NeuP,citeseq
30705a1af957,2,32606,NeuP,citeseq
a4833e05b87e,3,13176,NeuP,citeseq
c51b27fc34ba,2,32606,NeuP,citeseq
7e0b10b82c84,3,31800,NeuP,citeseq
6df9bd6a0da0,4,31800,NeuP,citeseq
34b7874d7b9a,4,31800,NeuP,citeseq
2684e2968562,2,13176,NeuP,citeseq
afa0d4913ac8,3,32606,NeuP,citeseq
60066676d862,3,32606,NeuP,citeseq
a6821a25dca4,2,32606,NeuP,citeseq
77543dc6d8f7,2,13176,NeuP,citeseq
36e33544f357,3,32606,NeuP,citeseq
1b8947e00143,2,31800,NeuP,citeseq
7554fcc7132c,4,32606,NeuP,citeseq
a60e7f5dd578,4,32606,NeuP,citeseq
7de394b401d3,4,31800,NeuP,citeseq
733bb9bcfd03,3,31800,NeuP,citeseq
3540d73510f0,4,13176,NeuP,citeseq
6ed203806c14,3,32606,NeuP,citeseq
3b614faf5f80,4,32606,NeuP,citeseq
27dc7478abcf,3,31800,NeuP,citeseq
436aad32b818,3,13176,NeuP,citeseq
3bc72bc564a9,4,31800,NeuP,citeseq
184218c18117,4,13176,NeuP,citeseq
2da65f9f9acf,3,13176,NeuP,citeseq
26e7773b576a,4,32606,NeuP,citeseq
6b28fd2155f5,4,32606,NeuP,citeseq
925eec9492f0,4,31800,NeuP,citeseq
599bc2078633,2,32606,NeuP,citeseq
190e637e5066,2,32606,NeuP,citeseq
374be672b5bd,4,31800,NeuP,citeseq
3680a86b71db,3,31800,NeuP,citeseq
05f45223ba5c,3,13176,NeuP,citeseq
6fa728cb6581,3,13176,NeuP,citeseq
940dc00f3c74,4,31800,NeuP,citeseq
ecd69d0ad993,2,31800,NeuP,citeseq
5e7348726448,3,13176,NeuP,citeseq
941eb9cf9bf7,4,13176,NeuP,citeseq
0271ba7155b7,4,13176,NeuP,citeseq
f83208374c34,3,31800,NeuP,citeseq
d08365477ceb,2,32606,NeuP,citeseq
7908fec4ee26,4,13176,NeuP,citeseq
b94d2353861a,3,13176,NeuP,citeseq
5b054b7249e4,2,31800,NeuP,citeseq
cac51db6571c,4,32606,NeuP,citeseq
bd7d8fca2295,4,32606,NeuP,citeseq
9dc67d70d3d0,3,13176,NeuP,citeseq
415684e0125e,3,13176,NeuP,citeseq
b044e7afcb4b,3,31800,NeuP,citeseq
74c97ce61f6c,3,31800,NeuP,citeseq
a217bd2bd0d9,4,32606,NeuP,citeseq
4d57ea65b159,3,31800,NeuP,citeseq
a547da5d09ff,3,31800,NeuP,citeseq
abb7e3fafd9b,3,32606,NeuP,citeseq
9aa88ef587ff,3,32606,NeuP,citeseq
8ca4b1fa109d,3,32606,NeuP,citeseq
3854f4652837,2,32606,NeuP,citeseq
c49a8775bd7a,3,32606,NeuP,citeseq
15790e37935a,3,32606,NeuP,citeseq
b330df605e73,4,32606,NeuP,citeseq
1585217ea70a,3,31800,NeuP,citeseq
0e2073527b9e,2,32606,NeuP,citeseq
f142d3744c48,2,31800,NeuP,citeseq
2ff93b7ecd53,2,31800,NeuP,citeseq
528e464dc5d4,2,32606,NeuP,citeseq
2412a6dd1429,4,31800,NeuP,citeseq
72dac840e3cd,3,13176,NeuP,citeseq
8b1b209d87bd,2,32606,NeuP,citeseq
9d97b5395274,4,32606,NeuP,citeseq
2e34e7b8e1ee,4,31800,NeuP,citeseq
40a9685adab6,4,31800,NeuP,citeseq
67eac3b79d68,2,13176,NeuP,citeseq
6231300a9640,4,13176,NeuP,citeseq
5a07b6de249e,2,31800,NeuP,citeseq
bf45175d632e,3,32606,NeuP,citeseq
6c1978e1eaf6,2,31800,NeuP,citeseq
8e20ff0d3186,2,13176,NeuP,citeseq
6faf56568469,2,31800,NeuP,citeseq
06c6661a20f8,4,32606,NeuP,citeseq
b39b7cd742f6,3,32606,NeuP,citeseq
b40ece87f71e,3,32606,NeuP,citeseq
6856dbf9fed2,4,31800,NeuP,citeseq
7b4f4616ded0,4,13176,NeuP,citeseq
87c79191f27f,4,31800,NeuP,citeseq
b901807a9c1f,2,31800,NeuP,citeseq
da36b9451d9b,4,13176,NeuP,citeseq
e2804413e7df,4,13176,NeuP,citeseq
87f456c0b32e,3,13176,NeuP,citeseq
58e5c187d35c,4,32606,NeuP,citeseq
78b4462b9a20,2,31800,NeuP,citeseq
e29219db0f9b,4,13176,NeuP,citeseq
d3cdab5fcec9,3,13176,NeuP,citeseq
feb4719d110f,3,13176,NeuP,citeseq
656cc3b2aa87,3,13176,NeuP,citeseq
6e531b1c3411,3,32606,NeuP,citeseq
29d8bdf72b0a,4,31800,NeuP,citeseq
642084f3083b,2,32606,NeuP,citeseq
3a63bf2e6c71,2,13176,NeuP,citeseq
4288596fa62e,4,13176,NeuP,citeseq
e61957c75adc,3,31800,NeuP,citeseq
0107bc4780ee,3,31800,NeuP,citeseq
d70d25535e5d,2,31800,NeuP,citeseq
e38816f0da2f,2,31800,NeuP,citeseq
1e71b3016ac0,3,31800,NeuP,citeseq
84e596947f92,4,13176,NeuP,citeseq
e2e1d96e210f,4,13176,NeuP,citeseq
8738365c393d,3,31800,NeuP,citeseq
1b434212d7ec,4,31800,NeuP,citeseq
19080540995d,2,32606,NeuP,citeseq
891b331653b0,4,31800,NeuP,citeseq
d64e774a911b,2,13176,NeuP,citeseq
e191418ea7b3,4,31800,NeuP,citeseq
f9bdd9026a71,3,13176,NeuP,citeseq
e8682a6c4d0c,4,31800,NeuP,citeseq
a17eefa5a137,3,13176,NeuP,citeseq
c492f9295a87,4,31800,NeuP,citeseq
dfff3e32d1de,4,13176,NeuP,citeseq
1da8ce931310,2,32606,NeuP,citeseq
c57254199835,4,32606,NeuP,citeseq
1eb8de2ffdbf,2,13176,NeuP,citeseq
d7c2dacfb079,2,31800,NeuP,citeseq
f0814996c3c0,3,31800,NeuP,citeseq
71ce8a90aa51,4,31800,NeuP,citeseq
a70166b755bc,4,13176,NeuP,citeseq
ac30453bdc02,4,32606,NeuP,citeseq
4811863c3e1e,2,13176,NeuP,citeseq
8731608c6d61,2,32606,NeuP,citeseq
9ff0d3a3f856,4,13176,NeuP,citeseq
6aa99e520fb7,3,13176,NeuP,citeseq
c4da747c9ed8,4,31800,NeuP,citeseq
af66868a475d,4,13176,NeuP,citeseq
6881a98c29a5,2,13176,NeuP,citeseq
bd2ca591d7a8,4,31800,NeuP,citeseq
411bd5561c79,4,32606,NeuP,citeseq
77b3fe6f35a6,4,32606,NeuP,citeseq
2ab72085dc5e,2,32606,NeuP,citeseq
30afe5061230,2,31800,NeuP,citeseq
73f004644609,4,32606,NeuP,citeseq
cfb6a38b2667,3,32606,NeuP,citeseq
406aa1202a42,3,31800,NeuP,citeseq
308e09e27e0b,4,32606,NeuP,citeseq
50c5b892c5fc,4,32606,NeuP,citeseq
779511d631dc,4,13176,NeuP,citeseq
df1f35cc4d90,2,32606,NeuP,citeseq
6eb02df3f847,2,31800,NeuP,citeseq
f98ec6f43d0e,3,32606,NeuP,citeseq
795143cf3fee,4,32606,NeuP,citeseq
772db17465ce,3,32606,NeuP,citeseq
a90a37027c79,4,13176,NeuP,citeseq
6b9fe5714547,2,31800,NeuP,citeseq
b195cd13f3ce,2,32606,NeuP,citeseq
b5073165f114,3,31800,NeuP,citeseq
141196d4a070,4,32606,NeuP,citeseq
7e6af20ee1b7,4,32606,NeuP,citeseq
07dfbd2ad85d,4,13176,NeuP,citeseq
ab106d2ecc6f,4,31800,NeuP,citeseq
04addc5d478c,4,31800,NeuP,citeseq
ab77b9e5ed6b,2,31800,NeuP,citeseq
8dfb8f5852ca,4,31800,NeuP,citeseq
222e47bdf95f,4,32606,NeuP,citeseq
fc23a567de1a,3,32606,NeuP,citeseq
8b27c7d57925,2,31800,NeuP,citeseq
e69287f3b68c,4,31800,NeuP,citeseq
4d20aa19e1e9,4,31800,NeuP,citeseq
76cf1280b4cd,4,13176,NeuP,citeseq
2938a5025b93,4,31800,NeuP,citeseq
441d20d55ef0,4,13176,NeuP,citeseq
b58e870beb41,4,31800,NeuP,citeseq
b1f0b5d6171c,2,31800,NeuP,citeseq
6571a9858a5c,4,32606,NeuP,citeseq
b2403c12fd7d,4,31800,NeuP,citeseq
12f21b79d9e5,2,31800,NeuP,citeseq
80cc01771092,3,13176,NeuP,citeseq
80ea94ac2a4f,4,31800,NeuP,citeseq
03692dd69e3a,3,13176,NeuP,citeseq
23d711644dac,4,32606,NeuP,citeseq
073e40eed1d7,4,31800,NeuP,citeseq
66822b075502,3,31800,NeuP,citeseq
1bb25928e4fc,2,32606,NeuP,citeseq
7be1e79284a9,2,13176,NeuP,citeseq
347f40965136,2,32606,NeuP,citeseq
99f9a2e72a88,2,13176,NeuP,citeseq
b0b941dcdc58,4,32606,NeuP,citeseq
82d1cd18cf2d,4,31800,NeuP,citeseq
f87711ec1a0d,4,31800,NeuP,citeseq
aab8f0ae0049,4,31800,NeuP,citeseq
df8b98b29db7,4,31800,NeuP,citeseq
3afbb96b9085,4,13176,NeuP,citeseq
eba86801cbf2,2,31800,NeuP,citeseq
c8cd35477de4,3,31800,NeuP,citeseq
cd6f8c62bbd6,4,31800,NeuP,citeseq
220926e737fd,3,31800,NeuP,citeseq
61fe56e8fb30,2,31800,NeuP,citeseq
c4e5fc7fcce2,4,13176,NeuP,citeseq
6b6a8e1bfbe6,2,32606,NeuP,citeseq
cb17a9a10b7d,4,32606,NeuP,citeseq
807e619a567d,3,31800,NeuP,citeseq
b74a4afb8673,4,31800,NeuP,citeseq
1ed9061db645,2,13176,NeuP,citeseq
ca39a4e0d5b5,3,13176,NeuP,citeseq
a1fddc778fe1,4,13176,NeuP,citeseq
4f39a89d4b82,2,31800,NeuP,citeseq
ede69930da6c,4,31800,NeuP,citeseq
33c7eab0b8bc,2,32606,NeuP,citeseq
6849c630ae39,2,13176,NeuP,citeseq
b7086ef1a20d,3,13176,NeuP,citeseq
89a2cab0917e,2,32606,NeuP,citeseq
4f45f8f80b9b,4,13176,NeuP,citeseq
dcef0cce8056,2,31800,NeuP,citeseq
917f34d5c440,4,31800,NeuP,citeseq
db79ac104c9b,4,31800,NeuP,citeseq
93e438b6b62f,3,31800,NeuP,citeseq
17e3d2f9c2cb,4,13176,NeuP,citeseq
e097aea67863,3,31800,NeuP,citeseq
ac55de93fe5a,4,31800,NeuP,citeseq
741e627f6442,4,31800,NeuP,citeseq
5045accfcf94,4,13176,NeuP,citeseq
bf93c4988176,3,32606,NeuP,citeseq
2ceda3876cb6,4,31800,NeuP,citeseq
e918d758aa85,4,32606,NeuP,citeseq
037e53c827c5,3,32606,NeuP,citeseq
443f4c27db44,4,31800,NeuP,citeseq
77635f242695,4,13176,NeuP,citeseq
40aebef50565,4,32606,NeuP,citeseq
6fd835674261,3,32606,NeuP,citeseq
270467c3d0ea,4,13176,NeuP,citeseq
0a82c3ee543a,2,31800,NeuP,citeseq
788e588a7d79,3,13176,NeuP,citeseq
f4201295a9b2,2,13176,NeuP,citeseq
318956ce4c14,4,13176,NeuP,citeseq
0c7b63246f42,2,13176,NeuP,citeseq
cf5e42751f61,3,31800,NeuP,citeseq
fce5480eafe3,4,31800,NeuP,citeseq
ab2d2f933b50,3,32606,NeuP,citeseq
88e71c84b164,3,31800,NeuP,citeseq
eff40eb1c1cf,3,31800,NeuP,citeseq
083222bf2f64,3,13176,NeuP,citeseq
e9ab75d5911f,3,13176,NeuP,citeseq
76e5e4e84f8b,3,13176,NeuP,citeseq
b7bbea06225e,4,13176,NeuP,citeseq
9b0853b4922c,3,32606,NeuP,citeseq
10000a18c527,4,13176,NeuP,citeseq
8e453fae8bbe,4,31800,NeuP,citeseq
e50dc12e6268,4,32606,NeuP,citeseq
c0dff3530368,2,13176,NeuP,citeseq
c02b628b4daf,3,31800,NeuP,citeseq
d3f0c8d8c76e,3,13176,NeuP,citeseq
db5fd375c150,3,31800,NeuP,citeseq
41e85406fc11,4,31800,NeuP,citeseq
404e09d1091e,2,13176,NeuP,citeseq
6fbe8755a456,2,32606,NeuP,citeseq
e865e1385744,4,32606,NeuP,citeseq
63391a11a8c3,3,32606,NeuP,citeseq
0b19a725edb0,4,31800,NeuP,citeseq
97f90841ee7b,4,13176,NeuP,citeseq
4b927d37345e,4,13176,NeuP,citeseq
aa4188263675,4,32606,NeuP,citeseq
5aa7fe8495dc,4,13176,NeuP,citeseq
a73303170cf8,4,32606,NeuP,citeseq
9649b60ea941,4,13176,NeuP,citeseq
a6b1c27fd651,2,13176,NeuP,citeseq
9d2003558fb0,4,32606,NeuP,citeseq
c648565791ca,3,31800,NeuP,citeseq
bdfa311f81c2,3,31800,NeuP,citeseq
49d5f6096db2,2,32606,NeuP,citeseq
bc4839175b38,4,32606,NeuP,citeseq
a80b4ad05e6e,3,32606,NeuP,citeseq
44bc5f4b4d84,2,32606,NeuP,citeseq
312b1da9d5b3,2,31800,NeuP,citeseq
c34e02996ca9,4,31800,NeuP,citeseq
1d0e870b9bab,4,32606,NeuP,citeseq
fce3f1c0f2fc,4,31800,NeuP,citeseq
07797969015a,2,32606,NeuP,citeseq
8cc28082c658,4,13176,NeuP,citeseq
85f968c64467,4,13176,NeuP,citeseq
fa2c092b19f1,3,31800,NeuP,citeseq
a32b3926973b,2,31800,NeuP,citeseq
4fd422ce79bf,2,31800,NeuP,citeseq
54c2337ce708,4,31800,NeuP,citeseq
34af62a982fd,2,32606,NeuP,citeseq
41c60e2b07d8,4,13176,NeuP,citeseq
7d318b1d2a68,2,31800,NeuP,citeseq
2e5e7c952cec,3,32606,NeuP,citeseq
d29c95d91d7a,4,32606,NeuP,citeseq
6defbf26253e,4,31800,NeuP,citeseq
81747ae81d85,4,31800,NeuP,citeseq
70d7e15aad48,3,31800,NeuP,citeseq
ae005f3f7d19,4,13176,NeuP,citeseq
3059146aae8e,4,31800,NeuP,citeseq
21ba0a1a11f0,3,13176,NeuP,citeseq
80b1bc4276f2,4,31800,NeuP,citeseq
9fd5cc83d321,3,32606,NeuP,citeseq
fd71944ba02f,3,32606,NeuP,citeseq
d8b4c23f7f67,2,32606,NeuP,citeseq
6334249fca7f,4,31800,NeuP,citeseq
38d96f2d4ed3,2,31800,NeuP,citeseq
71b92f9e62cd,4,13176,NeuP,citeseq
4c323701cdee,2,13176,NeuP,citeseq
934db570969f,4,13176,NeuP,citeseq
4cf07e3a972c,2,32606,NeuP,citeseq
38797a3866f3,3,13176,NeuP,citeseq
d47372c9f0c7,2,13176,NeuP,citeseq
cd431d94a3ef,4,31800,NeuP,citeseq
ff05226fe418,2,32606,NeuP,citeseq
260f0d77904c,3,32606,NeuP,citeseq
1a0943e9ff77,4,32606,NeuP,citeseq
d80c898c8be8,4,31800,NeuP,citeseq
18d4a141c182,3,32606,NeuP,citeseq
6dc7c4cdac25,4,32606,NeuP,citeseq
bddabf311afa,4,31800,NeuP,citeseq
6ecf7177ae95,4,13176,NeuP,citeseq
aba95f63f8e1,3,32606,NeuP,citeseq
66298d0b8b8b,3,31800,NeuP,citeseq
e903a9a33cc6,4,31800,NeuP,citeseq
af3fcd903cbb,4,31800,NeuP,citeseq
4069c370f783,4,13176,NeuP,citeseq
099b048fe0b4,4,32606,NeuP,citeseq
e5c989bce9d6,4,31800,NeuP,citeseq
0034cfd844df,2,31800,NeuP,citeseq
94d7120c662f,4,32606,NeuP,citeseq
8c229b9bc32b,3,31800,NeuP,citeseq
cf78e5fdc03e,3,31800,NeuP,citeseq
0911512b79f1,4,32606,NeuP,citeseq
8da3c4034e75,4,31800,NeuP,citeseq
6f15f6a058c0,4,31800,NeuP,citeseq
b8f0f944560f,3,31800,NeuP,citeseq
5270c8b8ec8a,3,31800,NeuP,citeseq
a4d01038da6d,4,32606,NeuP,citeseq
fd83d934a71c,3,32606,NeuP,citeseq
591956cd9e17,4,13176,NeuP,citeseq
0d514ce12055,2,32606,NeuP,citeseq
7f1a312fdbb0,3,31800,NeuP,citeseq
db34e8a3e697,4,32606,NeuP,citeseq
968cb350443f,4,13176,NeuP,citeseq
5570a321f0cb,4,31800,NeuP,citeseq
f96888183960,2,32606,NeuP,citeseq
6d6c6bd6324f,4,13176,NeuP,citeseq
2fd0f38b5b39,4,32606,NeuP,citeseq
111c22b43582,4,13176,NeuP,citeseq
0a3f0c91e92a,3,31800,NeuP,citeseq
01cc344a1755,4,31800,NeuP,citeseq
5d0b4c7742b8,2,31800,NeuP,citeseq
60cfcfb6a453,2,32606,NeuP,citeseq
9bda48d9fe16,2,32606,NeuP,citeseq
3188f369015b,4,32606,NeuP,citeseq
fb72492a11ce,3,13176,NeuP,citeseq
f4fa6b90af55,4,13176,NeuP,citeseq
06ae8c60b3f9,3,31800,NeuP,citeseq
ba646e93e4cd,2,13176,NeuP,citeseq
43c162ccd282,2,13176,NeuP,citeseq
4e69cc70fabd,2,32606,NeuP,citeseq
01ca15e373b5,3,31800,NeuP,citeseq
f45b0dbc5ebd,4,32606,NeuP,citeseq
d86bcc328b50,4,32606,NeuP,citeseq
923394ed014b,2,13176,NeuP,citeseq
9205cf592412,3,13176,NeuP,citeseq
c0298580783c,3,31800,NeuP,citeseq
dc5442aa3dc2,3,32606,NeuP,citeseq
7ca4b72bc14f,2,32606,NeuP,citeseq
c85412bdb624,3,32606,NeuP,citeseq
1ec39a7b874d,3,13176,NeuP,citeseq
83402ce5cc6b,3,31800,NeuP,citeseq
633462cd0edb,3,32606,NeuP,citeseq
a4b350303587,4,32606,NeuP,citeseq
3757ca532351,2,31800,NeuP,citeseq
07c5d29bec0f,3,32606,NeuP,citeseq
7955ac46ca4d,2,31800,NeuP,citeseq
c30141af41c7,3,31800,NeuP,citeseq
553041614144,4,32606,NeuP,citeseq
236d778e9650,3,13176,NeuP,citeseq
d7822d40d347,2,31800,NeuP,citeseq
e994048ee05e,2,32606,NeuP,citeseq
7ddd2276a770,4,31800,NeuP,citeseq
a7ee8d1c0864,4,31800,NeuP,citeseq
6cf9346ae812,2,31800,NeuP,citeseq
3117bf6eed61,3,13176,NeuP,citeseq
2793f55515a9,3,32606,NeuP,citeseq
2376017053ea,4,31800,NeuP,citeseq
541fa202c1c8,4,31800,NeuP,citeseq
0e3e097e5a6e,2,31800,NeuP,citeseq
ecf90473eca4,4,32606,NeuP,citeseq
291802a4a058,4,31800,NeuP,citeseq
d3ad802519d5,2,31800,NeuP,citeseq
21423f702531,4,13176,NeuP,citeseq
2f608c1edc05,4,13176,NeuP,citeseq
a63a01aca086,4,32606,NeuP,citeseq
522c9953d6ba,4,13176,NeuP,citeseq
50bd7ab7ca56,3,13176,NeuP,citeseq
a78b662f886e,3,13176,NeuP,citeseq
97a22ac6946d,3,13176,NeuP,citeseq
adc42fa60197,4,32606,NeuP,citeseq
5cc54725e6eb,2,31800,NeuP,citeseq
052e77f78ddc,3,13176,NeuP,citeseq
d2cf918a7a28,2,31800,NeuP,citeseq
1c8373ba2c16,2,13176,NeuP,citeseq
4748215c85b3,2,31800,NeuP,citeseq
ffe34ff6a849,4,31800,NeuP,citeseq
8e05cc60aed1,4,32606,NeuP,citeseq
f49db6a5ceca,3,32606,NeuP,citeseq
